-1.016481375806079779e+00,-1.141638911592804728e+00,-7.777286286684939043e-01,-7.777290571148436360e-01,-3.148515798558064183e-01,-3.149959476741959197e-01,-9.138945617035520996e-02,-3.555365071654058018e-01,-2.660987074860267643e-01,-1.187707641778357193e+00,1.576303212433376233e+00,1.223956493536202172e+00,-1.223956493536202395e+00,2.291980741213087147e-02,-9.408635088064811747e-01,-1.258531112823191522e+00,-1.435363700783180319e+00,-4.862265923478725771e-01,-5.753307998221367514e-01,7.964013817580150034e-01,8.798039264445165486e-01,-8.353763728647357889e-02,-8.984368516259280124e-01,5.288723714154338618e-01,1.467655514945109818e+00,-1.075751700949540535e+00,-9.489663128005624074e-03,3.359287145598339297e+00,-3.294076853789980608e-01,-5.022529885586783926e-01,-1.962734686052340360e-01,-1.707695761668984735e-01,-5.110856845951171623e-01,1.000000000000000000e+00
1.418942691850544335e-01,6.640321900217044382e-02,5.001879910667724749e-01,5.001707009169036322e-01,-3.456230258294122337e-01,-3.382415995043082657e-01,-1.242245556900520714e-01,-3.805735265257295663e-01,-1.707919746113538764e-02,-3.849752031698596144e-01,1.576303212433376233e+00,1.223956493536202172e+00,-1.223956493536202395e+00,2.291980741213087147e-02,1.445043055930868237e+00,-2.543491524685374539e-01,-1.342739861700207760e+00,-5.048877464722119068e-01,-4.328959066221844953e-02,6.542232700079825269e-01,8.798039264445165486e-01,-5.819359424362771094e-01,-1.157841284847118013e+00,1.301740150592943790e-01,1.417529601718529708e+00,-2.978242039988644452e-01,-8.457589962013493112e-01,3.359287145598339297e+00,-3.294076853789980608e-01,-5.022529885586783926e-01,-1.962734686052340360e-01,-1.707695761668984735e-01,-5.110856845951171623e-01,1.000000000000000000e+00
4.953621276898118042e-01,4.362530559896503624e-01,-5.454636734885249388e-02,-5.456620834965624639e-02,-3.527836767792450479e-01,-3.448832143129118011e-01,-1.500235624555281977e-01,-3.872608689034188201e-01,4.498323838355359205e-01,-2.779442113553932669e-01,1.133520970646000325e+00,1.223956493536202172e+00,-1.223956493536202395e+00,3.860818171014880340e-01,2.133548475297653901e+00,-5.217909372654591094e-01,-8.762994927724094829e-01,-5.031912779154537052e-01,5.734506054273316167e-01,5.718197397744803068e-01,8.798039264445165486e-01,-8.128144246743315149e-01,-1.157841284847118013e+00,-3.257643041088801317e-01,1.165102692083480607e+00,5.718505995096873767e-02,-1.091512563425862670e+00,3.359287145598339297e+00,-3.294076853789980608e-01,-5.022529885586783926e-01,-1.962734686052340360e-01,-1.707695761668984735e-01,-5.110856845951171623e-01,1.000000000000000000e+00
5.414666309730410410e-01,4.865043925368623401e-01,-7.222250934181534410e-01,-7.222253233429841712e-01,-3.324629105702600618e-01,-3.282791772914029904e-01,-8.904409191894829823e-02,-3.657364127365148598e-01,4.498323838355359205e-01,-2.244287154481600932e-01,-7.344666118944918054e-01,-8.170225047058670143e-01,8.170225047058667922e-01,3.836120909150381397e+00,1.324896690941996136e+00,1.974598572701311283e-01,-1.532046751937518270e+00,-4.777442495640819575e-01,-2.961530710589339588e-01,7.964013817580150034e-01,8.798039264445165486e-01,-3.130214664193010088e-01,-1.018896876660587925e+00,5.502272806183855502e-01,1.519978181340982504e+00,-1.714193903197571145e-01,-1.892374760859830696e-01,3.359287145598339297e+00,-3.294076853789980608e-01,-5.022529885586783926e-01,-1.962734686052340360e-01,-1.707695761668984735e-01,-5.110856845951171623e-01,1.000000000000000000e+00
1.379031773951705286e+00,1.382988236539123506e+00,-6.496776270324438052e-01,-6.495588392220943419e-01,9.969205080748666514e-02,-1.722012292892202423e-01,4.152092221335393352e-01,7.930671062588359743e-02,-1.480068818857372293e+00,-2.244287154481600932e-01,-7.344666118944918054e-01,-8.170225047058670143e-01,8.170225047058667922e-01,1.929520358281256120e+00,-8.751167479653484405e-01,2.506567245458128923e-01,-1.861949987555755026e+00,-3.522055763639810322e-01,-1.345433724672621567e+00,7.473008326551511260e-01,8.798039264445165486e-01,1.127655191280322322e+00,-2.184607792751064870e-01,2.216130352151740812e+00,1.698514302554379185e+00,-4.565025871279564385e-01,1.221635521361222221e+00,3.359287145598339297e+00,-3.294076853789980608e-01,-5.022529885586783926e-01,-1.962734686052340360e-01,-1.707695761668984735e-01,-5.110856845951171623e-01,1.000000000000000000e+00
-2.711252393938740068e-01,-3.557080079944098805e-01,-8.739170951097511297e-01,-8.738926535809671270e-01,-2.445997881047441702e-01,-3.050335254612906444e-01,9.461206640142301796e-03,-2.810736819806076148e-01,-6.396279725233637858e-01,-1.709132195409269472e-01,-4.992385459449483753e-01,-8.170225047058670143e-01,8.170225047058667922e-01,-7.034042119665834258e-01,9.621214166561521397e-01,-5.283494551487624147e-01,-1.639800381468306867e+00,-4.319395985316126785e-01,-2.488696560254015089e-01,7.964013817580150034e-01,8.798039264445165486e-01,3.891229787395932838e-01,-6.112019988277646032e-01,1.180527332660145312e+00,1.578291992744015992e+00,-6.414032454351613621e-01,1.184507284586296061e+00,3.359287145598339297e+00,-3.294076853789980608e-01,-5.022529885586783926e-01,-1.962734686052340360e-01,-1.707695761668984735e-01,-5.110856845951171623e-01,1.000000000000000000e+00
-3.037825958861613551e-01,-3.456577406849675183e-01,-8.523751624378966829e-01,-8.521659835769039848e-01,1.385319192962601642e+00,3.923360294420790706e-01,8.186118733755293198e-01,2.490774087072956888e+00,-1.915852961400932086e+00,3.682202485779861423e+00,1.576303212433376233e+00,-8.170225047058670143e-01,8.170225047058667922e-01,1.293986841324880954e+00,5.269245834742380952e-01,-5.480250087986721086e-01,-1.812870423420156030e+00,-2.334527773909126358e-01,-1.920235587428082313e+00,6.286055922151838615e-01,8.798039264445165486e-01,1.856551618730390985e+00,3.796855519314807914e-01,2.674490362054271486e+00,1.671953559689298929e+00,2.759424135356991048e+00,1.221635521361222221e+00,3.359287145598339297e+00,-3.294076853789980608e-01,-5.022529885586783926e-01,-1.962734686052340360e-01,-1.707695761668984735e-01,-5.110856845951171623e-01,1.000000000000000000e+00
-7.321702722261662633e-01,-8.401308923095330838e-01,-8.115278973569413079e-01,-8.115416311874773525e-01,-3.409782792673585194e-01,-3.349207921000064703e-01,-1.476781982041212582e-01,-3.637624264171444022e-01,1.228018352663321489e+00,2.237284096284565482e+00,1.576303212433376233e+00,-8.170225047058670143e-01,8.170225047058667922e-01,1.293986841324880954e+00,-3.551499794857302938e-01,-5.407377667061128435e-01,-2.611443543209540086e-01,-4.658689696667751012e-01,1.227606373412981178e+00,7.964013817580150034e-01,8.798039264445165486e-01,-4.713779871855446335e-01,-6.971855339387117434e-01,-2.251540617815719347e-01,8.321947345189026901e-01,2.120676406659374180e+00,-7.352582915140682962e-01,3.359287145598339297e+00,-3.294076853789980608e-01,-5.022529885586783926e-01,-1.962734686052340360e-01,-1.707695761668984735e-01,-5.110856845951171623e-01,1.000000000000000000e+00
-4.632273364073291044e-01,-5.526932472594807688e-01,-6.884861362791300232e-01,-6.884972976152009538e-01,-3.154321731760631464e-01,-3.216375624827994550e-01,-1.336060126956797600e-01,-3.447430389423792318e-01,-9.820297988075894491e-01,9.529121945109696457e-01,1.576303212433376233e+00,-8.170225047058670143e-01,8.170225047058667922e-01,1.293986841324880954e+00,1.985245191713213564e-01,-1.423222784115028672e+00,-2.611443543209540086e-01,-4.353325356451289707e-01,1.053274477985001623e+00,7.964013817580150034e-01,8.798039264445165486e-01,-8.975018293703038164e-02,-4.606269675344401571e-01,2.582115977889148928e-02,8.321947345189026901e-01,7.802840688741731479e-02,-7.696876012370539033e-02,3.359287145598339297e+00,-3.294076853789980608e-01,-5.022529885586783926e-01,-1.962734686052340360e-01,-1.707695761668984735e-01,-5.110856845951171623e-01,1.000000000000000000e+00
-9.550087047617741298e-01,-1.061236773117265608e+00,-4.912521508602878395e-01,-4.911868252374624322e-01,-7.506653858978395988e-02,-2.186925329494448789e-01,1.970903467526958219e-01,-5.095490885660876323e-02,-9.820297988075894491e-01,6.853347149748038047e-01,1.576303212433376233e+00,-8.170225047058670143e-01,8.170225047058667922e-01,1.293986841324880954e+00,-8.143760856654187474e-01,8.669377746323139733e-02,-1.746077933882235644e+00,-4.047961016234827292e-01,-1.080235440354115006e+00,7.195483483796190072e-01,8.798039264445165486e-01,8.690104335836547067e-01,-2.732908596357102593e-01,1.786610477358351545e+00,1.635806984812760989e+00,4.451402593809947739e-01,1.221635521361222221e+00,3.359287145598339297e+00,-3.294076853789980608e-01,-5.022529885586783926e-01,-1.962734686052340360e-01,-1.707695761668984735e-01,-5.110856845951171623e-01,1.000000000000000000e+00
